93.723	 0
92.957	 1
93.086	 2
92.455	 3
91.831	 4
90.427	 5
90.604	 6
89.202	 7
88.6	 8
88.814	 9
87.419	 10
87.658	 11
87.092	 12
85.703	 13
85.983	 14
84.599	 15
84.06	 16
84.38	 17
83.006	 18
82.492	 19
82.855	 20
81.492	 21
81.884	 22
80.529	 23
80.062	 24
80.498	 25
80.056	 26
79.624	 27
79.202	 28
78.791	 29
78.39	 30
78.0	 31
77.621	 32
78.186	 33
77.833	 34
76.551	 35
77.162	 36
76.844	 37
76.538	 38
77.201	 39
76.922	 40
76.655	 41
76.4	 42
77.13	 43
76.903	 44
76.688	 45
77.466	 46
77.279	 47
77.104	 48
77.929	 49
77.782	 50
78.638	 51
78.518	 52
78.409	 53
79.31	 54
79.404	 55
80.306	 56
80.225	 57
79.158	 58
80.1	 59
80.156	 60
81.099	 61
82.055	 62
81.025	 63
81.006	 64
81.0	 65
81.006	 66
80.025	 67
81.056	 68
80.1	 69
81.154	 70
80.225	 71
79.31	 72
80.399	 73
79.511	 74
78.638	 75
79.762	 76
78.918	 77
77.929	 78
77.104	 79
77.279	 80
77.466	 81
76.688	 82
75.928	 83
76.158	 84
76.4	 85
76.655	 86
76.922	 87
78.16	 88
78.447	 89
78.746	 90
79.057	 91
78.435	 92
78.772	 93
78.186	 94
77.253	 95
76.694	 96
76.158	 97
75.24	 98
74.733	 99
73.824	 100
72.498	 101
71.589	 102
70.682	 103
70.214	 104
70.661	 105
70.235	 106
69.836	 107
68.964	 108
68.6	 109
69.116	 110
68.797	 111
69.34	 112
69.065	 113
68.819	 114
68.007	 115
69.405	 116
69.203	 117
68.411	 118
68.25	 119
68.118	 120
68.015	 121
67.268	 122
67.209	 123
67.179	 124
67.179	 125
67.897	 126
67.941	 127
68.015	 128
68.118	 129
68.25	 130
68.411	 131
68.6	 132
68.007	 133
68.242	 134
69.065	 135
69.34	 136
69.642	 137
69.971	 138
70.328	 139
70.711	 140
71.12	 141
71.554	 142
72.014	 143
72.498	 144
73.007	 145
73.539	 146
74.095	 147
74.673	 148
75.273	 149
75.895	 150
75.584	 151
76.243	 152
76.922	 153
77.621	 154
77.369	 155
78.102	 156
78.854	 157
79.624	 158
80.411	 159
81.216	 160
81.049	 161
80.895	 162
81.744	 163
82.608	 164
83.487	 165
83.385	 166
84.291	 167
85.212	 168
86.145	 169
86.093	 170
86.052	 171
87.023	 172
88.006	 173
89.0	 174
90.006	 175
90.022	 176
90.05	 177
90.089	 178
91.137	 179
91.198	 180
92.266	 181
92.347	 182
93.434	 183
93.536	 184
93.648	 185
94.763	 186
95.885	 187
96.026	 188
96.177	 189
97.324	 190
97.494	 191
97.673	 192
98.843	 193
100.02	 194
100.225	 195
100.439	 196
100.663	 197
101.868	 198
103.078	 199
103.325	 200
102.616	 201
102.883	 202
103.16	 203
104.403	 204
104.695	 205
104.043	 206
105.304	 207
105.622	 208
105.948	 209
106.283	 210
106.626	 211
106.977	 212
108.268	 213
108.632	 214
109.005	 215
109.385	 216
108.853	 217
109.252	 218
109.659	 219
110.073	 220
110.494	 221
110.923	 222
111.36	 223
111.803	 224
112.254	 225
111.826	 226
111.414	 227
111.893	 228
111.508	 229
111.018	 230
110.145	 231
109.275	 232
107.912	 233
107.424	 234
106.944	 235
105.589	 236
105.119	 237
103.769	 238
104.202	 239
103.31	 240
103.755	 241
102.859	 242
101.518	 243
101.079	 244
99.745	 245
98.412	 246
97.082	 247
96.664	 248
96.255	 249
94.937	 250
93.622	 251
92.704	 252
91.389	 253
90.078	 254
89.157	 255
87.846	 256
86.539	 257
85.615	 258
84.694	 259
83.385	 260
